company,product_name,download_amount,slogan,update_time,download_rankings_amount_1,download_rankings_amount_2,download_rankings_amount_3,download_rankings_amount_4,download_rankings_amount_5,download_rankings_amount_6,download_rankings_amount_7,download_rankings_amount_8,download_rankings_amount_9,download_rankings_amount_10,url
苏州热拍信息技术有限公司,热拍,300.6万下载量,热拍，一家专做小商品的特卖网站！,APP更新：2017.04.07,"百度手机助手,9.4分,140万下载","华为应用市场,8.0分,118.7万下载","应用宝,9.2分,26万下载","OPPO软件商店,8.0分,7万下载","魅族应用商店,7.8分,3.6万下载","豌豆荚,6.7分,3.3万下载","360手机助手,9.2分,2万下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/11731049/products/30986/
厦门惠众创想信息技术有限公司,惠喵,290.2万下载量,网购什么值得买,APP更新：2017.09.05,"百度手机助手,9.9分,74万下载","360手机助手,9.7分,58万下载","应用宝,10分,57万下载","魅族应用商店,9.8分,50.5万下载","华为应用市场,10分,41.4万下载","豌豆荚,10分,7.3万下载","OPPO软件商店,10分,2万下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/12192455/products/30919/
杭州壹晨仟阳科技有限公司,小白墙,9.3万下载量,APP更新：2017.10.17,数据更新：2018.01.28,"百度手机助手,暂无,3万下载","华为应用市场,6.0分,2.2万下载","魅族应用商店,10分,2万下载","360手机助手,9.6分,2万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/11971217/products/68306/
北京八路商信息技术有限责任公司,优品折扣-淘宝秒杀专业砍价,14万下载量,APP更新：2015.06.17,数据更新：2017.09.29,"豌豆荚,暂无,14万下载","魅族应用商店,2.0分,352下载",,,,,,,,,http://www.jobui.com/company/9008401/products/39731/
新余派讯科技有限公司,新余团购网,14.1万下载量,APP更新：2015.12.01,数据更新：2018.01.28,"豌豆荚,10分,11.4万下载","应用宝,6.8分,1.7万下载","360手机助手,6.1分,1万下载","小米应用商店,暂无,暂无",,,,,,,http://www.jobui.com/company/13862409/products/30702/
南京视客网络科技有限公司,视客眼镜网,8.6万下载量,APP更新：2018.01.26,数据更新：2018.01.28,"华为应用市场,8.0分,3.1万下载","应用宝,10分,2.1万下载","360手机助手,8.9分,2万下载","百度手机助手,10分,1万下载","魅族应用商店,9.8分,2279下载","豌豆荚,暂无,2205下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/10574788/products/68111/
上海淘玺电子商务有限公司,美购,219.1万下载量,全球一手好货,APP更新：2017.10.31,"百度手机助手,9.8分,91万下载","360手机助手,9.8分,58万下载","魅族应用商店,10分,32.3万下载","豌豆荚,10分,16.7万下载","应用宝,9.6分,12万下载","华为应用市场,7.0分,6.1万下载","OPPO软件商店,2.0分,3万下载","小米应用商店,6.0分,暂无",,,http://www.jobui.com/company/12607945/products/39868/
美信网络技术有限公司,国美Plus,295.3万下载量,购物达人的社交圈,APP更新：2017.07.31,"魅族应用商店,10分,165.3万下载","华为应用市场,9.0分,51.2万下载","OPPO软件商店,10分,45万下载","豌豆荚,暂无,33.9万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/13101354/products/30296/
康美(深圳)电子商务有限公司,康美健康,32.1万下载量,滋补保健，中西药,APP更新：2017.12.04,"应用宝,10分,13万下载","百度手机助手,8.0分,7万下载","华为应用市场,7.0分,5.6万下载","豌豆荚,暂无,2.9万下载","360手机助手,6.6分,2万下载","OPPO软件商店,暂无,9000下载","魅族应用商店,8.8分,7753下载","小米应用商店,7.0分,暂无",,,http://www.jobui.com/company/10974475/products/30425/
中民保险经纪股份有限公司,中民保险网,7.6万下载量,保险产品在线购买,APP更新：2018.01.26,"华为应用市场,10分,3.3万下载","应用宝,10分,1.9万下载","360手机助手,9.1分,7271下载","豌豆荚,9.2分,6615下载","百度手机助手,9.7分,5930下载","魅族应用商店,10分,4127下载","小米应用商店,10分,暂无",,,,http://www.jobui.com/company/13602166/products/39600/
杭州唯梦文化创意有限公司,萌货,13.6万下载量,家居零食礼品时尚服装美妆的海淘购物神器,APP更新：2015.11.16,"OPPO软件商店,9.0分,7万下载","360手机助手,9.2分,3万下载","应用宝,10分,1.8万下载","百度手机助手,6.2分,8629下载","魅族应用商店,7.8分,4753下载","豌豆荚,暂无,4275下载","小米应用商店,7.0分,暂无",,,,http://www.jobui.com/company/11190329/products/31396/
上海赵涌信息技术有限公司,赵涌在线,39.5万下载量,邮票钱币买卖平台,APP更新：2017.12.21,"百度手机助手,暂无,15万下载","360手机助手,9.7分,12万下载","华为应用市场,6.0分,6.7万下载","应用宝,10分,3.3万下载","豌豆荚,10分,1.7万下载","魅族应用商店,10分,7381下载",,,,,http://www.jobui.com/company/11535572/products/76162/
深圳市品尚汇电子商务股份有限公司,品尚汇,236.1万下载量,进口红酒特卖,APP更新：2018.01.03,"百度手机助手,暂无,118万下载","360手机助手,9.5分,66万下载","应用宝,9.6分,34万下载","华为应用市场,7.0分,7万下载","豌豆荚,9.2分,4.6万下载","魅族应用商店,7.6分,4.5万下载","OPPO软件商店,10分,2万下载","小米应用商店,5.0分,暂无",,,http://www.jobui.com/company/12521659/products/30605/
卓尔购电子商务（武汉）有限公司,卓尔购,257.4万下载量,批发采购超市进货,APP更新：2018.01.16,"360手机助手,9.9分,126万下载","百度手机助手,6.0分,48万下载","豌豆荚,暂无,41.6万下载","魅族应用商店,10分,31.8万下载","华为应用市场,10分,5.1万下载","应用宝,10分,2.9万下载","OPPO软件商店,暂无,2万下载","小米应用商店,9.0分,暂无",,,http://www.jobui.com/company/12560601/products/30587/
上海快乐讯广告传播有限公司,我是大美人,231.9万下载量,我是大美人APP,APP更新：2017.03.16,"百度手机助手,8.8分,117万下载","应用宝,8.8分,47万下载","OPPO软件商店,5.0分,30万下载","豌豆荚,6.7分,14.4万下载","360手机助手,7.6分,13万下载","魅族应用商店,9.0分,10.5万下载","小米应用商店,7.0分,暂无",,,,http://www.jobui.com/company/1844517/products/13410/
上海烈熊网络技术有限公司,刷呗,22.6万下载量,银行优惠快又全,APP更新：2017.12.20,"应用宝,10分,6.5万下载","豌豆荚,暂无,6.4万下载","魅族应用商店,10分,5万下载","华为应用市场,7.0分,4.7万下载","小米应用商店,9.0分,暂无",,,,,,http://www.jobui.com/company/13602531/products/30951/
广州市立熏电子商务有限公司,e趣商城,5.7万下载量,e趣商城,APP更新：2018.01.25,"应用宝,10分,3.2万下载","华为应用市场,5.0分,1.2万下载","百度手机助手,10分,7817下载","魅族应用商店,10分,3005下载","豌豆荚,暂无,1995下载",,,,,,http://www.jobui.com/company/13646362/products/76164/
杭州妈妈去哪儿网络科技有限公司,妈妈去哪儿,284万下载量,妈妈去哪爱就在哪,APP更新：2018.01.26,"OPPO软件商店,10分,100万下载","应用宝,10分,61万下载","360手机助手,9.8分,42万下载","百度手机助手,10分,31万下载","豌豆荚,暂无,22万下载","华为应用市场,6.0分,14.2万下载","魅族应用商店,10分,13.7万下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/13843315/products/39530/
上海森画电子商务有限公司,尤为Wconcept,121.7万下载量,明星爱的小众潮牌,APP更新：2018.01.09,"百度手机助手,9.0分,29万下载","华为应用市场,8.0分,26.2万下载","360手机助手,5.7分,23万下载","魅族应用商店,5.2分,22万下载","应用宝,5.0分,20万下载","豌豆荚,暂无,1.6万下载","苹果应用市场,10分,暂无","小米应用商店,6.0分,暂无",,,http://www.jobui.com/company/14371604/products/53318/
北京小两口网络科技有限公司,懒人结婚,5.5万下载量,APP更新：2017.05.10,数据更新：2018.01.22,"豌豆荚,暂无,3.1万下载","360手机助手,7.6分,1万下载","百度手机助手,5.2分,1万下载","应用宝,6.0分,2136下载","魅族应用商店,8.0分,1416下载","小米应用商店,4.0分,暂无",,,,,http://www.jobui.com/company/11598218/products/47590/
北京市枫格科技有限公司,大码美衣,491万下载量,大码人士购物平台,APP更新：2017.11.29,"应用宝,9.4分,301万下载","360手机助手,9.3分,61万下载","华为应用市场,5.0分,54.6万下载","豌豆荚,4.5分,49.9万下载","魅族应用商店,9.6分,24.5万下载",,,,,,http://www.jobui.com/company/11992139/products/76146/
动信通（北京）科技股份有限公司,红包夺宝,50.5万下载量,抢红包神器,APP更新：2017.04.02,"360手机助手,9.1分,27万下载","豌豆荚,7.3分,23.5万下载",,,,,,,,,http://www.jobui.com/company/12459896/products/79192/
杭州嘉洁网络科技有限公司,小世界,299.2万下载量,淘宝隐藏优惠券,APP更新：2018.01.22,"豌豆荚,4.5分,128.7万下载","百度手机助手,9.9分,79万下载","魅族应用商店,9.4分,48.5万下载","360手机助手,9.7分,43万下载",,,,,,,http://www.jobui.com/company/12133434/products/76216/
嘉兴市麦包包网络科技有限公司,麦包包,176.1万下载量,遇见全新的你,APP更新：2017.07.24,"百度手机助手,8.9分,89万下载","360手机助手,2.1分,40万下载","豌豆荚,暂无,24.1万下载","应用宝,5.6分,17万下载","魅族应用商店,6.0分,6万下载",,,,,,http://www.jobui.com/company/9455694/products/78276/
深圳市茶悦世界网络科技有限公司,茶悦,11.3万下载量,一杯茶启愉悦生活,APP更新：2017.12.15,"华为应用市场,10分,7.5万下载","应用宝,10分,2万下载","百度手机助手,暂无,6357下载","豌豆荚,暂无,4890下载","魅族应用商店,10分,4211下载","360手机助手,6.8分,2330下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12329354/products/52201/
杭州优普信息技术有限公司,孕妈购,47.9万下载量,孕妈怀孕期必备,APP更新：2017.09.12,"360手机助手,7.8分,18万下载","百度手机助手,10分,12万下载","OPPO软件商店,10分,10万下载","华为应用市场,10分,5.5万下载","应用宝,10分,2.3万下载","魅族应用商店,暂无,723下载","豌豆荚,暂无,453下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/13602742/products/31476/
苏宁云商集团股份有限公司,苏宁广场,10.4万下载量,好逛场苏宁造,APP更新：2018.01.22,"华为应用市场,6.0分,2.9万下载","豌豆荚,暂无,2.8万下载","百度手机助手,10分,2万下载","应用宝,暂无,1.8万下载","魅族应用商店,10分,5011下载","360手机助手,6.0分,4232下载",,,,,http://www.jobui.com/company/10976777/products/31311/
蜜米柏克思（上海）商贸有限公司,美美箱,36.2万下载量,APP更新：2017.08.01,数据更新：2018.01.28,"华为应用市场,7.0分,19.6万下载","魅族应用商店,8.6分,16.6万下载","小米应用商店,9.0分,暂无",,,,,,,,http://www.jobui.com/company/12629413/products/68659/
上海若美网络科技有限公司,男衣邦,497.2万下载量,有范男士穿衣搭配,APP更新：2017.12.04,"魅族应用商店,9.8分,141.8万下载","OPPO软件商店,10分,100万下载","华为应用市场,6.0分,76万下载","百度手机助手,9.9分,67万下载","360手机助手,9.9分,60万下载","应用宝,9.8分,41万下载","豌豆荚,9.8分,11.4万下载","苹果应用市场,10分,暂无","小米应用商店,10分,暂无",,http://www.jobui.com/company/11760491/products/13207/
上海鲁朗网络科技有限公司,小象快运,35.8万下载量,小象快运，让物流更简单靠谱,APP更新：2016.12.08,"百度手机助手,9.8分,29万下载","360手机助手,8.8分,5万下载","豌豆荚,暂无,1.3万下载","华为应用市场,2.0分,2642下载","应用宝,10分,1510下载","魅族应用商店,7.4分,859下载","小米应用商店,暂无,暂无",,,,http://www.jobui.com/company/12486163/products/39858/
哦加哦网络科技（上海）有限公司,猩便利,10.5万下载量,心选你的世界,APP更新：2018.01.19,"华为应用市场,10分,6.4万下载","应用宝,10分,3.3万下载","豌豆荚,暂无,5055下载","360手机助手,6.3分,2990下载","小米应用商店,暂无,暂无",,,,,,http://www.jobui.com/company/14184234/products/72593/
上海百联全渠道电子商务有限公司,i百联,223.7万下载量,新人注册领礼包,APP更新：2018.01.16,"华为应用市场,5.0分,120.1万下载","应用宝,6.0分,35万下载","百度手机助手,5.2分,29万下载","360手机助手,3.6分,15万下载","OPPO软件商店,5.0分,10万下载","魅族应用商店,8.4分,9.6万下载","豌豆荚,4.2分,5万下载","苹果应用市场,8.0分,暂无","小米应用商店,10分,暂无",,http://www.jobui.com/company/12357969/products/13331/
贵州享见网络信息技术有限公司,享见乐讯,55万下载量,点击广告领取红包,APP更新：2018.01.18,"应用宝,10分,13万下载","华为应用市场,10分,10.6万下载","百度手机助手,10分,10万下载","360手机助手,7.2分,8万下载","豌豆荚,10分,7.1万下载","魅族应用商店,10分,6.3万下载",,,,,http://www.jobui.com/company/13301890/products/30949/
上海鸣岐网络科技有限公司,9块9超值购,6.9万下载量,APP更新：2015.02.01,数据更新：2018.01.28,"应用宝,8.0分,3万下载","百度手机助手,4.5分,3万下载","豌豆荚,暂无,6720下载","360手机助手,6.0分,2162下载",,,,,,,http://www.jobui.com/company/11019298/products/47691/
济南鲤鱼信息科技有限公司,超级折扣,7万下载量,免费领淘宝优惠券,APP更新：2017.12.14,"应用宝,10分,5.7万下载","百度手机助手,9.9分,1万下载","豌豆荚,暂无,3045下载","360手机助手,6.0分,27下载",,,,,,,http://www.jobui.com/company/14467603/products/72641/
重庆爱持家网络科技有限公司,超爱送,38万下载量,APP更新：2018.01.26,数据更新：2018.01.28,"360手机助手,8.1分,11万下载","百度手机助手,暂无,11万下载","华为应用市场,10分,8.5万下载","魅族应用商店,10分,7.6万下载","小米应用商店,10分,暂无",,,,,,http://www.jobui.com/company/12334174/products/68530/
深圳壹号柜科技股份有限公司,1号柜,12.9万下载量,国内创新式产品优质体验平台,APP更新：2017.05.10,"华为应用市场,10分,3.4万下载","百度手机助手,2.0分,3万下载","应用宝,7.0分,2.4万下载","豌豆荚,暂无,1.2万下载","OPPO软件商店,暂无,1万下载","360手机助手,7.5分,1万下载","魅族应用商店,6.0分,9349下载",,,,http://www.jobui.com/company/12815454/products/13534/
佛山市西伍服饰有限公司,AMII,12.5万下载量,全球极简时尚平台,APP更新：2018.01.25,"百度手机助手,暂无,5万下载","应用宝,10分,3.7万下载","360手机助手,9.5分,3万下载","华为应用市场,2.0分,4437下载","魅族应用商店,暂无,2013下载","豌豆荚,暂无,750下载","OPPO软件商店,暂无,500下载","小米应用商店,10分,暂无",,,http://www.jobui.com/company/9981413/products/39541/
南京卡的软件科技有限公司,掌上苏果,11万下载量,APP更新：2015.09.26,数据更新：2018.01.28,"豌豆荚,暂无,5.3万下载","百度手机助手,4.6分,4万下载","360手机助手,4.2分,1万下载","应用宝,暂无,5022下载","魅族应用商店,5.4分,1986下载","小米应用商店,3.0分,暂无",,,,,http://www.jobui.com/company/7993936/products/39734/
